id;bank;product_name;amount_min;amount_max;amount_currency;min_term;max_term;term_unit;rate_branch;rate_klik_bonus;rate_klik_total;url;last_updated;notes;source_file
3;Intesa Sanpaolo Bank;Depozit 27M;300;50000.0;EUR;27;27.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 27M;50000;100000.0;EUR;27;27.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 28M;300;50000.0;EUR;28;28.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 28M;50000;100000.0;EUR;28;28.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 29M;300;50000.0;EUR;29;29.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 29M;50000;100000.0;EUR;29;29.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 30M;300;50000.0;EUR;30;30.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 30M;50000;100000.0;EUR;30;30.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 31M;300;50000.0;EUR;31;31.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 31M;50000;100000.0;EUR;31;31.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 32M;300;50000.0;EUR;32;32.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 32M;50000;100000.0;EUR;32;32.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 33M;300;50000.0;EUR;33;33.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 33M;50000;100000.0;EUR;33;33.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 34M;300;50000.0;EUR;34;34.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 34M;50000;100000.0;EUR;34;34.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 35M;300;50000.0;EUR;35;35.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 35M;50000;100000.0;EUR;35;35.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 36M;300;50000.0;EUR;36;36.0;months;1.0;1.1;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
3;Intesa Sanpaolo Bank;Depozit 36M;50000;100000.0;EUR;36;36.0;months;1.2;0.9000000000000001;2.1;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;24/02/2026;redna ponudba;intesa_depoziti.csv
10;LON d.d.;Depozit 12M–24M;200;;EUR;12;24.0;months;1.45;0.0;1.45;https://www.lon.si/sites/default/files/lbobrestne_mere_fo-letak-1-2026.pdf;2026-02-24;"klasični depozit; linearno obrestovanje; predčasna razvezava ni možna";lon_depoziti.csv
10;LON d.d.;Depozit 1M–3M;200;;EUR;1;3.0;months;0.6;0.0;0.6;https://www.lon.si/sites/default/files/lbobrestne_mere_fo-letak-1-2026.pdf;2026-02-24;"klasični depozit; linearno obrestovanje; predčasna razvezava ni možna";lon_depoziti.csv
10;LON d.d.;Depozit 3M–6M;200;;EUR;3;6.0;months;0.8;0.0;0.8;https://www.lon.si/sites/default/files/lbobrestne_mere_fo-letak-1-2026.pdf;2026-02-24;"klasični depozit; linearno obrestovanje; predčasna razvezava ni možna";lon_depoziti.csv
10;LON d.d.;Depozit 6M–12M;200;;EUR;6;12.0;months;1.45;0.0;1.45;https://www.lon.si/sites/default/files/lbobrestne_mere_fo-letak-1-2026.pdf;2026-02-24;"klasični depozit; linearno obrestovanje; predčasna razvezava ni možna";lon_depoziti.csv
10;LON d.d.;Depozit 24M–36M;200;;EUR;24;36.0;months;1.45;0.0;1.45;https://www.lon.si/sites/default/files/lbobrestne_mere_fo-letak-1-2026.pdf;2026-02-24;"klasični depozit; linearno obrestovanje; predčasna razvezava ni možna";lon_depoziti.csv
10;LON d.d.;Depozit 36M–60M;200;;EUR;36;60.0;months;1.45;0.0;1.45;https://www.lon.si/sites/default/files/lbobrestne_mere_fo-letak-1-2026.pdf;2026-02-24;"klasični depozit; linearno obrestovanje; predčasna razvezava ni možna";lon_depoziti.csv
10;LON d.d.;Depozit 60M+;200;;EUR;60;;months;1.45;0.0;1.45;https://www.lon.si/sites/default/files/lbobrestne_mere_fo-letak-1-2026.pdf;2026-02-24;"klasični depozit; linearno obrestovanje; predčasna razvezava ni možna";lon_depoziti.csv
1;NLB d.d.;Depozit 31-365 dni;1500;250000.0;EUR;31;365.0;days;0.45;0.1;0.55;https://www.nlb.si/content/dam/nlb/pdf-files/osebne-finance/varcevanja-in-nalozbe/NLB-Depoziti-in-varcevanja-obrestne-mere-in-tarifa-za-prebivalstvo.pdf;2026-02-24;scraped via PDF;nlb_depoziti.csv
1;NLB d.d.;Depozit 13-24 M;1500;250000.0;EUR;13;24.0;months;1.2;0.1;1.3;https://www.nlb.si/content/dam/nlb/pdf-files/osebne-finance/varcevanja-in-nalozbe/NLB-Depoziti-in-varcevanja-obrestne-mere-in-tarifa-za-prebivalstvo.pdf;2026-02-24;scraped via PDF;nlb_depoziti.csv
1;NLB d.d.;Depozit 25-60 M;1500;250000.0;EUR;25;60.0;months;0.7;0.1;0.8;https://www.nlb.si/content/dam/nlb/pdf-files/osebne-finance/varcevanja-in-nalozbe/NLB-Depoziti-in-varcevanja-obrestne-mere-in-tarifa-za-prebivalstvo.pdf;2026-02-24;scraped via PDF;nlb_depoziti.csv
2;OTP banka;Depozit 12M;500;50000.0;EUR;12;12.0;months;1.5;0.0;1.5;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 12M;50000;100000.0;EUR;12;12.0;months;1.5;0.0;1.5;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 12M;100000;;EUR;12;12.0;months;1.5;0.0;1.5;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 8-14 dni;500;15000.0;EUR;8;14.0;days;0.01;0.0;0.01;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 8-14 dni;15000;50000.0;EUR;8;14.0;days;0.01;0.0;0.01;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 8-14 dni;50000;;EUR;8;14.0;days;0.01;0.0;0.01;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 15-30 dni;500;15000.0;EUR;15;30.0;days;0.01;0.0;0.01;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 15-30 dni;15000;50000.0;EUR;15;30.0;days;0.01;0.0;0.01;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 15-30 dni;50000;;EUR;15;30.0;days;0.01;0.0;0.01;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 31-90 dni;500;15000.0;EUR;31;90.0;days;0.01;0.0;0.01;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 31-90 dni;15000;50000.0;EUR;31;90.0;days;0.01;0.0;0.01;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 31-90 dni;50000;;EUR;31;90.0;days;0.01;0.0;0.01;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 91-180 dni;500;15000.0;EUR;91;180.0;days;0.5;0.0;0.5;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 91-180 dni;15000;50000.0;EUR;91;180.0;days;0.5;0.0;0.5;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 91-180 dni;50000;;EUR;91;180.0;days;0.5;0.0;0.5;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 181-365 dni;500;15000.0;EUR;181;365.0;days;0.75;0.0;0.75;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 181-365 dni;15000;50000.0;EUR;181;365.0;days;0.75;0.0;0.75;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
2;OTP banka;Depozit 181-365 dni;50000;;EUR;181;365.0;days;0.75;0.0;0.75;https://www.otpbanka.si/depozit;2026-02-24;scraped via Playwright;otp_depoziti.csv
5;Sparkasse;Depozit 31-60 days;500;;EUR;31;60.0;days;0.6;0.0999999999999999;0.7;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 61-90 days;500;;EUR;61;90.0;days;0.6;0.0999999999999999;0.7;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 91-120 days;500;;EUR;91;120.0;days;0.9;0.0999999999999999;1.0;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 121-150 days;500;;EUR;121;150.0;days;0.9;0.0999999999999999;1.0;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 151-180 days;500;;EUR;151;180.0;days;0.9;0.0999999999999999;1.0;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 181-210 days;500;;EUR;181;210.0;days;1.1;0.0999999999999998;1.2;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 211-240 days;500;;EUR;211;240.0;days;1.1;0.0999999999999998;1.2;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 241-270 days;500;;EUR;241;270.0;days;1.1;0.0999999999999998;1.2;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 271-300 days;500;;EUR;271;300.0;days;1.1;0.0999999999999998;1.2;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 301-330 days;500;;EUR;301;330.0;days;1.1;0.0999999999999998;1.2;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 331-365 days;500;;EUR;331;365.0;days;1.1;0.0999999999999998;1.2;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 12-14 months;500;;EUR;12;14.0;months;1.45;0.1;1.55;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 14-17 months;500;;EUR;14;17.0;months;1.45;0.1;1.55;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 17-20 months;500;;EUR;17;20.0;months;1.45;0.1;1.55;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 20-23 months;500;;EUR;20;23.0;months;1.45;0.1;1.55;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 23-35 months;500;;EUR;23;35.0;months;1.7;0.1;1.8;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 35-47 months;500;;EUR;35;47.0;months;1.7;0.1;1.8;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 47-59 months;500;;EUR;47;59.0;months;1.7;0.1;1.8;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
5;Sparkasse;Depozit 59+ months;500;;EUR;59;;months;1.7;0.1;1.8;https://www.sparkasse.si/sl/prebivalstvo/ceniki-in-obrestne-mere/varcevanja;2026-02-24;scraped from Sparkasse GEM JSON tabela;sparkasse_depoziti.csv
6;UniCredit Banka Slovenija d.d.;Depozit 31–90D;500;100000.0;EUR;31;90.0;days;0.7;0.1;0.8;https://www.unicreditbank.si/content/dam/cee2020-pws-si/SI-DOK/Tarife_in_obrestne_mere/Izvlecek_iz_tarife_PI/Izvle%C4%8Dek%20Sklepa%20o%20obrestnih%20merah%20banke%2001.08.2025.pdf;2026-02-24;scraped from UniCredit PDF;unicredit_depoziti.csv
6;UniCredit Banka Slovenija d.d.;Depozit 91–365D;500;100000.0;EUR;91;365.0;days;0.9;0.0999999999999999;1.0;https://www.unicreditbank.si/content/dam/cee2020-pws-si/SI-DOK/Tarife_in_obrestne_mere/Izvlecek_iz_tarife_PI/Izvle%C4%8Dek%20Sklepa%20o%20obrestnih%20merah%20banke%2001.08.2025.pdf;2026-02-24;scraped from UniCredit PDF;unicredit_depoziti.csv
6;UniCredit Banka Slovenija d.d.;Depozit 12–36M;500;100000.0;EUR;12;36.0;months;1.1;0.0999999999999998;1.2;https://www.unicreditbank.si/content/dam/cee2020-pws-si/SI-DOK/Tarife_in_obrestne_mere/Izvlecek_iz_tarife_PI/Izvle%C4%8Dek%20Sklepa%20o%20obrestnih%20merah%20banke%2001.08.2025.pdf;2026-02-24;scraped from UniCredit PDF;unicredit_depoziti.csv
6;UniCredit Banka Slovenija d.d.;Depozit 37–60M;500;100000.0;EUR;37;60.0;months;0.01;0.0;0.01;https://www.unicreditbank.si/content/dam/cee2020-pws-si/SI-DOK/Tarife_in_obrestne_mere/Izvlecek_iz_tarife_PI/Izvle%C4%8Dek%20Sklepa%20o%20obrestnih%20merah%20banke%2001.08.2025.pdf;2026-02-24;scraped from UniCredit PDF;unicredit_depoziti.csv
