id;bank;product_name;amount_min;amount_currency;min_term;max_term;term_unit;rate_branch;rate_klik_bonus;rate_klik_total;url;last_updated;notes
4;Addiko Bank d.d.;Depozit 6M;1000;EUR;6;6;months;1.0;0.0;1.0;https://www.addiko.si/static/uploads/tabela-evrski-depozit-retail-1.2.2026.csv;2026-02-10;scraped from Addiko CSV
4;Addiko Bank d.d.;Depozit 9M;1000;EUR;9;9;months;1.35;0.0;1.35;https://www.addiko.si/static/uploads/tabela-evrski-depozit-retail-1.2.2026.csv;2026-02-10;scraped from Addiko CSV
4;Addiko Bank d.d.;Depozit 12M;1000;EUR;12;12;months;1.4;0.0;1.4;https://www.addiko.si/static/uploads/tabela-evrski-depozit-retail-1.2.2026.csv;2026-02-10;scraped from Addiko CSV
4;Addiko Bank d.d.;Depozit 24M;1000;EUR;24;24;months;1.6;0.0;1.6;https://www.addiko.si/static/uploads/tabela-evrski-depozit-retail-1.2.2026.csv;2026-02-10;scraped from Addiko CSV
4;Addiko Bank d.d.;Depozit 36M;1000;EUR;36;36;months;1.75;0.0;1.75;https://www.addiko.si/static/uploads/tabela-evrski-depozit-retail-1.2.2026.csv;2026-02-10;scraped from Addiko CSV
4;Addiko Bank d.d.;Depozit 60M;1000;EUR;60;60;months;1.75;0.0;1.75;https://www.addiko.si/static/uploads/tabela-evrski-depozit-retail-1.2.2026.csv;2026-02-10;scraped from Addiko CSV
